Exercise,Age,Gender,BMI
Golf (Walking),28,Male,32.23253843
Water Aerobics,29,Male,25.00799546
Kayaking,21,Female,31.88617845
Gardening,20,Female,28.05306786
Light Calisthenics,33,Female,21.39442292
Stretching Routine,52,Male,34.92369871
Meditation and Deep Breathing,37,Female,34.94455634
Qi Gong,45,Female,29.66276067
Pilates,59,Male,33.70316489
Meditation and Deep Breathing,44,Male,32.52470975
Stretching Routine,46,Female,19.30213214
Low-Intensity Dance Class,47,Female,24.11345152
Stretching Routine,37,Female,32.89173218
Low-Intensity Dance Class,47,Female,28.43905586
Gardening,60,Female,26.32718169
Stretching Routine,43,Female,18.77076095
Water Aerobics,19,Male,27.08360248
Qi Gong,47,Female,34.24215979
Water Aerobics,31,Female,18.50001378
Golf (Walking),53,Female,31.78761888
Gardening,58,Female,33.75508169
Meditation and Deep Breathing,52,Male,29.43903451
Meditation and Deep Breathing,59,Male,23.31860239
Golf (Walking),35,Female,32.39457008
Light Calisthenics,42,Male,32.4740874
Stretching Routine,18,Male,26.26832962
Pilates,38,Female,28.17431063
Stretching Routine,56,Female,33.4323134
Pilates,26,Female,29.30105038
Pilates,38,Male,28.87684821
Water Aerobics,27,Male,26.25611342
Low-Intensity Dance Class,43,Male,31.85110775
Low-Intensity Dance Class,20,Female,25.14638605
Pilates,30,Male,33.1041843
Low-Intensity Dance Class,33,Female,24.02502402
Golf (Walking),36,Male,25.26157016
Gardening,55,Female,30.30009572
Gardening,31,Female,33.90679625
Kayaking,40,Male,33.62966428
Qi Gong,24,Female,23.60341735
Stretching Routine,30,Female,21.87788253
Light Calisthenics,29,Female,29.13966234
Meditation and Deep Breathing,20,Male,21.54920634
Kayaking,22,Female,20.50124438
Light Calisthenics,31,Female,27.10301957
Water Aerobics,25,Male,20.00407081
Meditation and Deep Breathing,32,Male,20.07923448
Stretching Routine,47,Male,28.78990376
Low-Intensity Dance Class,27,Female,27.53097866
Water Aerobics,43,Male,32.09554461
Low-Intensity Dance Class,52,Female,20.59503934
Stretching Routine,56,Male,33.34098271
Meditation and Deep Breathing,18,Female,19.89669073
Low-Intensity Dance Class,57,Female,28.58785696
Stretching Routine,39,Female,27.56418478
Meditation and Deep Breathing,49,Male,31.48791704
Kayaking,49,Male,22.40255916
Gardening,55,Female,23.03524843
Kayaking,18,Female,21.16793717
Water Aerobics,53,Male,21.13061462
Kayaking,42,Male,31.86006216
Light Calisthenics,19,Female,27.6605926
Light Calisthenics,24,Male,32.18802642
Meditation and Deep Breathing,54,Female,29.25499819
Golf (Walking),24,Female,28.26739108
Pilates,30,Female,28.25706995
Water Aerobics,33,Female,27.04855748
Kayaking,54,Male,24.16801758
Qi Gong,32,Male,23.35230992
Golf (Walking),27,Male,32.52432416
Kayaking,55,Female,21.61084189
Water Aerobics,45,Male,18.61666889
Low-Intensity Dance Class,35,Female,34.02101565
Light Calisthenics,29,Female,20.88280811
Kayaking,31,Female,22.15171284
Qi Gong,47,Male,27.92597387
Pilates,56,Female,31.71116287
Gardening,38,Male,32.68061951
Stretching Routine,21,Female,32.61530796
Qi Gong,24,Male,30.05781073
Low-Intensity Dance Class,52,Female,23.37968865
Golf (Walking),55,Male,23.90777793
Meditation and Deep Breathing,53,Female,29.22527667
Kayaking,26,Male,32.09424083
Gardening,57,Female,25.19038572
Pilates,35,Male,29.30603226
Gardening,55,Female,33.26687094
Pilates,58,Female,23.75610937
Qi Gong,41,Female,20.51704087
Low-Intensity Dance Class,21,Female,21.29878007
Meditation and Deep Breathing,28,Male,30.11664333
Qi Gong,60,Female,31.46132025
Water Aerobics,54,Female,18.84148685
Stretching Routine,25,Male,34.5156637
Stretching Routine,57,Female,18.88770064
Kayaking,52,Female,31.41721653
Stretching Routine,56,Male,34.70570186
Light Calisthenics,53,Female,29.25045299
Gardening,55,Male,30.71560762
Water Aerobics,24,Female,19.8649819
Light Calisthenics,47,Female,33.13872755
Low-Intensity Dance Class,28,Female,21.19879374
Kayaking,34,Female,20.73342655
Light Calisthenics,55,Male,22.11762283
Meditation and Deep Breathing,18,Female,33.1950318
Qi Gong,22,Female,21.16562346
Golf (Walking),20,Female,21.21826783
Qi Gong,59,Male,20.70919897
Kayaking,45,Male,26.23515412
Meditation and Deep Breathing,52,Male,26.55492498
Low-Intensity Dance Class,23,Male,30.50836843
Water Aerobics,33,Male,23.07305917
Gardening,22,Male,31.2833572
Light Calisthenics,18,Male,20.50022092
Qi Gong,57,Male,26.21480003
Low-Intensity Dance Class,41,Male,32.35775765
Low-Intensity Dance Class,53,Male,26.21218857
Qi Gong,58,Male,28.69060762
Qi Gong,21,Female,24.01134474
Low-Intensity Dance Class,58,Female,20.96081271
Meditation and Deep Breathing,29,Male,34.83164434
Pilates,39,Female,23.01608004
Stretching Routine,21,Female,29.70777171
Pilates,41,Male,25.76182205
Pilates,46,Female,22.11246257
Water Aerobics,54,Male,30.18140033
Pilates,50,Female,30.87895418
Low-Intensity Dance Class,27,Female,31.1585994
Water Aerobics,36,Male,29.75988148
Light Calisthenics,35,Male,25.89341632
Water Aerobics,21,Female,19.95665018
Kayaking,32,Male,23.24815737
Gardening,58,Female,25.23969638
Kayaking,52,Female,24.98788943
Water Aerobics,20,Male,30.61406269
Stretching Routine,52,Male,33.10875519
Stretching Routine,20,Male,22.00977778
Meditation and Deep Breathing,38,Female,24.07204533
Meditation and Deep Breathing,18,Male,22.06760236
Water Aerobics,20,Female,25.89631384
Low-Intensity Dance Class,24,Male,23.81677985
Meditation and Deep Breathing,60,Male,27.09740387
Water Aerobics,27,Female,25.76035411
Golf (Walking),27,Female,26.24835738
Meditation and Deep Breathing,54,Male,31.57588176
Pilates,19,Male,32.95574895
Kayaking,32,Female,30.499886
Water Aerobics,25,Male,31.91302701
Kayaking,49,Female,21.98549467
Meditation and Deep Breathing,40,Female,34.59946195
Qi Gong,42,Male,27.16012965
Water Aerobics,36,Female,29.78441136
Light Calisthenics,47,Male,24.24558596
Stretching Routine,33,Female,18.96784633
Pilates,52,Male,24.14010812
Golf (Walking),32,Male,32.39213109
Stretching Routine,35,Male,21.190729
Stretching Routine,40,Female,34.27465113
Gardening,44,Female,27.70741248
Golf (Walking),29,Male,26.54952528
Stretching Routine,30,Female,23.72891087
Pilates,37,Male,24.30481167
Stretching Routine,18,Male,24.12003267
Water Aerobics,31,Female,27.75009167
Meditation and Deep Breathing,48,Male,29.7250233
Qi Gong,36,Male,24.85364509
Kayaking,46,Female,26.64318959
Kayaking,54,Male,30.73812361
Gardening,20,Female,24.17075275
Qi Gong,55,Female,32.20614802
Pilates,37,Female,28.01534867
Kayaking,48,Female,34.49801772
Gardening,55,Female,25.03168381
Light Calisthenics,35,Male,26.3112836
Golf (Walking),46,Female,25.77311169
Kayaking,37,Male,32.07307362
Low-Intensity Dance Class,49,Female,21.33293138
Golf (Walking),25,Female,31.76972671
Water Aerobics,51,Female,31.55517924
Qi Gong,53,Female,31.61060272
Kayaking,38,Male,31.19644227
Kayaking,39,Male,33.81989074
Water Aerobics,59,Male,28.3260515
Kayaking,20,Male,31.69955813
Stretching Routine,31,Female,27.64398387
Golf (Walking),46,Female,25.9112058
Water Aerobics,20,Male,28.32351346
Water Aerobics,48,Female,31.29191357
Pilates,48,Female,24.68437643
Stretching Routine,42,Female,19.97922144
Pilates,30,Male,21.86286513
Kayaking,57,Male,29.25772923
Meditation and Deep Breathing,51,Male,20.10354112
Low-Intensity Dance Class,23,Female,25.79063814
Water Aerobics,43,Female,19.4483721
Light Calisthenics,56,Female,29.46303346
Meditation and Deep Breathing,19,Female,30.81368337
Gardening,59,Female,26.91265833
Pilates,28,Male,33.51912449
Meditation and Deep Breathing,30,Female,29.16028745
Golf (Walking),53,Female,33.80090541
Kayaking,36,Female,34.60834522
Stretching Routine,48,Male,29.7469866
Golf (Walking),50,Male,19.01948813
Gardening,51,Male,33.38369493
Stretching Routine,28,Female,33.4851568
Meditation and Deep Breathing,53,Male,29.38787506
Pilates,51,Female,29.0267859
Water Aerobics,28,Male,19.43703464
Water Aerobics,30,Male,29.25727481
Qi Gong,45,Female,28.1965945
Kayaking,31,Female,20.79461055
Low-Intensity Dance Class,34,Female,22.20418948
Stretching Routine,51,Male,26.17979964
Water Aerobics,51,Female,29.8907461
Gardening,25,Female,23.98027397
Water Aerobics,29,Male,25.09872368
Pilates,56,Male,31.88131494
Light Calisthenics,31,Female,32.58927993
Gardening,21,Female,26.46460544
Golf (Walking),28,Female,29.09508374
Water Aerobics,21,Male,28.58892249
Stretching Routine,39,Male,20.20852058
Stretching Routine,29,Male,20.23239508
Meditation and Deep Breathing,47,Female,22.95170953
Gardening,18,Male,28.61340916
Golf (Walking),31,Female,19.16929268
Kayaking,20,Female,32.45737672
Stretching Routine,27,Male,28.49984916
Kayaking,50,Male,23.22093479
Gardening,26,Male,31.4936611
Gardening,33,Female,28.26865718
Low-Intensity Dance Class,55,Male,19.86474308
Kayaking,18,Male,34.1682132
Water Aerobics,53,Male,32.45824981
Light Calisthenics,59,Male,22.92325155
Light Calisthenics,54,Male,21.53082224
Gardening,55,Male,33.14011586
Water Aerobics,39,Male,29.88767885
Kayaking,46,Male,20.28072989
Low-Intensity Dance Class,20,Male,32.90214255
Low-Intensity Dance Class,50,Male,26.12733276
Golf (Walking),56,Female,25.02137491
Golf (Walking),47,Female,26.99309682
Pilates,53,Male,25.22633173
Kayaking,24,Male,24.12161681
Pilates,39,Male,25.53421679
Water Aerobics,39,Female,34.0093794
Kayaking,18,Male,32.45542086
Kayaking,54,Male,32.29957055
Gardening,26,Female,19.93003736
Gardening,52,Female,28.09549324
Kayaking,60,Male,23.09239821
Meditation and Deep Breathing,51,Male,19.05465052
Stretching Routine,20,Male,30.57010614
Water Aerobics,24,Male,26.73821793
Pilates,34,Female,24.746924
Golf (Walking),33,Female,20.90178471
Meditation and Deep Breathing,24,Male,20.12702257
Qi Gong,44,Male,31.90936565
Stretching Routine,57,Female,30.71692174
Stretching Routine,25,Male,20.95733867
Qi Gong,26,Male,29.38296378
Gardening,60,Female,20.65141563
Stretching Routine,56,Female,21.95087628
Low-Intensity Dance Class,24,Female,26.89418506
Low-Intensity Dance Class,32,Female,29.1451328
Meditation and Deep Breathing,37,Male,19.18233645
Meditation and Deep Breathing,45,Male,25.44562854
Water Aerobics,22,Male,27.30914452
Stretching Routine,49,Male,21.82751602
Meditation and Deep Breathing,59,Female,29.18055292
Water Aerobics,52,Female,24.3826668
Golf (Walking),33,Female,21.17191984
Light Calisthenics,31,Female,20.99243142
Pilates,51,Male,27.85286567
Stretching Routine,19,Male,22.03536724
Light Calisthenics,46,Male,25.82528816
Golf (Walking),28,Female,32.21788314
Light Calisthenics,59,Female,32.3907532
Qi Gong,55,Female,21.53606707
Light Calisthenics,19,Male,22.17044072
Water Aerobics,54,Male,26.62900605
Pilates,37,Female,34.66990615
Gardening,36,Female,19.77994975
Kayaking,49,Male,32.81361034
Water Aerobics,52,Male,20.57714395
Golf (Walking),48,Female,25.27986977
Water Aerobics,35,Female,22.84323368
Meditation and Deep Breathing,18,Female,32.43529617
Kayaking,31,Male,24.53163889
Stretching Routine,29,Male,33.9808083
Golf (Walking),29,Male,31.97856855
Low-Intensity Dance Class,24,Female,25.11769439
Pilates,25,Male,26.3244277
Qi Gong,52,Female,20.46979088
Pilates,39,Female,31.95463996
Stretching Routine,48,Male,23.37806073
Kayaking,36,Male,19.51754333
Golf (Walking),32,Male,19.94030478
Pilates,54,Male,29.56815066
Stretching Routine,19,Male,19.60143243
Kayaking,33,Female,30.93193467
Pilates,18,Male,30.0786952
Gardening,53,Male,31.12665049
Golf (Walking),32,Female,27.82274489
Pilates,59,Male,29.41597622
Light Calisthenics,58,Male,30.1785347
Kayaking,21,Female,34.0111318
Stretching Routine,48,Male,22.66468453
Low-Intensity Dance Class,44,Female,21.38642924
Gardening,41,Female,26.36201609
Meditation and Deep Breathing,36,Male,26.6299023
Qi Gong,46,Male,27.60450134
Pilates,52,Male,29.3123708
Low-Intensity Dance Class,20,Male,23.78774245
Pilates,46,Male,19.21554105
Low-Intensity Dance Class,45,Female,25.23575498
Stretching Routine,21,Male,30.00203193
Gardening,37,Female,28.48726876
Gardening,39,Male,19.62386086
Gardening,27,Female,26.74935998
Water Aerobics,22,Male,27.02250612
Pilates,36,Female,26.35857899
Golf (Walking),47,Male,31.59722805
Pilates,52,Male,26.85908468
Meditation and Deep Breathing,45,Male,20.08889509
Golf (Walking),57,Female,33.05621102
Golf (Walking),22,Female,18.9056544
Low-Intensity Dance Class,37,Female,18.75767932
Pilates,42,Male,30.78598763
Golf (Walking),40,Male,29.73549971
Light Calisthenics,23,Male,27.35161045
Golf (Walking),50,Female,26.06247383
Kayaking,48,Male,31.46774584
Golf (Walking),41,Male,20.8726961
Low-Intensity Dance Class,23,Male,31.19976734
Golf (Walking),30,Male,22.76136996
Pilates,57,Female,30.82362343
Stretching Routine,30,Female,28.77691164
Stretching Routine,30,Female,23.57253678
Kayaking,21,Female,29.4823292
Water Aerobics,57,Female,31.15442105
Pilates,48,Male,33.11321105
Qi Gong,31,Male,26.71117451
Light Calisthenics,31,Female,23.60580786
Pilates,45,Female,22.68143717
Gardening,43,Female,28.20857191
Stretching Routine,44,Female,23.99110572
Meditation and Deep Breathing,38,Female,30.72738678
Stretching Routine,49,Male,25.90513632
Stretching Routine,35,Female,26.52502091
Golf (Walking),42,Male,20.06012865
Kayaking,53,Female,33.11422015
Pilates,36,Female,18.91631584
Water Aerobics,33,Male,32.93105281
Qi Gong,52,Male,31.88867952
Low-Intensity Dance Class,30,Female,22.35512149
Light Calisthenics,30,Male,27.98457639
Kayaking,32,Female,27.95420317
Gardening,25,Female,34.32105269
Light Calisthenics,33,Male,26.76627135
Low-Intensity Dance Class,53,Female,34.99311428
Stretching Routine,51,Male,25.11287323
Pilates,46,Female,31.13083923
Golf (Walking),59,Female,30.00974049
Qi Gong,44,Female,34.85216293
Qi Gong,59,Male,31.42836213
Meditation and Deep Breathing,38,Male,34.43280704
Stretching Routine,32,Female,21.67523262
Meditation and Deep Breathing,55,Male,33.35103023
Meditation and Deep Breathing,36,Male,30.82604268
Kayaking,23,Female,29.38804159
Stretching Routine,24,Male,19.6886752
Low-Intensity Dance Class,26,Female,28.07262927
Low-Intensity Dance Class,29,Female,30.61433064
Qi Gong,38,Female,32.31884057
Qi Gong,19,Male,33.53918345
Low-Intensity Dance Class,43,Male,33.91639131
Gardening,51,Female,24.20931043
Meditation and Deep Breathing,38,Female,25.41107892
Low-Intensity Dance Class,18,Female,34.77359461
Stretching Routine,54,Female,25.99997212
Golf (Walking),47,Female,30.89676891
Meditation and Deep Breathing,48,Female,18.72840981
Golf (Walking),59,Female,34.10714505
Stretching Routine,31,Female,21.53393842
Kayaking,30,Male,28.65333743
Water Aerobics,18,Female,31.55611557
Golf (Walking),39,Male,27.58977188
Meditation and Deep Breathing,23,Female,22.50996528
Gardening,60,Female,22.85324484
Gardening,43,Female,28.03188774
Golf (Walking),46,Male,29.86165004
Light Calisthenics,54,Female,20.64799177
Light Calisthenics,36,Male,25.821001
Gardening,39,Male,21.63192666
Water Aerobics,34,Female,25.89450903
Golf (Walking),53,Female,27.42115923
Pilates,53,Male,30.04800519
Meditation and Deep Breathing,32,Female,28.31827082
Gardening,54,Female,22.1859908
Meditation and Deep Breathing,50,Female,27.33053506
Water Aerobics,43,Female,19.64455252
Golf (Walking),40,Male,26.03801803
Stretching Routine,35,Male,19.64824823
Pilates,33,Male,32.1681362
Kayaking,54,Male,25.88601988
Stretching Routine,31,Female,26.43768913
Meditation and Deep Breathing,44,Male,23.86278992
Water Aerobics,31,Male,20.1713009
Light Calisthenics,51,Female,18.75311618
Golf (Walking),51,Female,29.50774073
Gardening,48,Male,26.59126991
Low-Intensity Dance Class,55,Female,27.27328761
Pilates,38,Female,20.05829959
Water Aerobics,29,Female,34.61559205
Light Calisthenics,59,Female,30.14820071
Pilates,28,Female,32.31848112
Gardening,48,Male,18.5839645
Light Calisthenics,31,Female,24.24902246
Light Calisthenics,39,Male,21.61891013
Light Calisthenics,18,Male,33.8162512
Light Calisthenics,43,Female,21.6966655
Kayaking,33,Male,33.21855743
Meditation and Deep Breathing,45,Female,28.42809983
Stretching Routine,59,Female,28.35486097
Stretching Routine,50,Female,28.36851117
Light Calisthenics,45,Male,28.20654557
Low-Intensity Dance Class,31,Male,23.87350333
Pilates,24,Male,25.03030283
Meditation and Deep Breathing,30,Male,22.63770078
Qi Gong,22,Female,19.59751666
Water Aerobics,51,Male,25.41224848
Light Calisthenics,24,Male,28.20107277
Low-Intensity Dance Class,31,Male,33.36932183
Meditation and Deep Breathing,48,Female,25.33271187
Golf (Walking),58,Female,22.7119357
Light Calisthenics,30,Male,29.19102478
Low-Intensity Dance Class,31,Female,24.26770377
Low-Intensity Dance Class,21,Male,28.8900538
Kayaking,47,Female,29.57117964
Gardening,60,Female,30.14985023
Low-Intensity Dance Class,49,Male,19.53116022
Qi Gong,50,Female,26.25121709
Stretching Routine,43,Male,32.83048208
Stretching Routine,37,Female,30.91128638
Low-Intensity Dance Class,30,Female,26.89732544
Gardening,56,Female,32.03961505
Qi Gong,27,Male,29.26280744
Light Calisthenics,54,Male,33.58117187
Water Aerobics,32,Female,30.90837477
Qi Gong,49,Male,19.43355106
Meditation and Deep Breathing,31,Male,32.29535076
Light Calisthenics,52,Male,28.09869375
Gardening,18,Male,31.46976972
Light Calisthenics,24,Male,30.98460205
Gardening,33,Female,34.15453449
Golf (Walking),45,Female,29.16840895
Gardening,23,Male,21.31157004
Gardening,52,Male,22.34232521
Meditation and Deep Breathing,48,Male,19.66284222
Meditation and Deep Breathing,34,Female,29.43727941
Kayaking,52,Male,32.54395683
Pilates,59,Male,34.49243648
Gardening,21,Male,27.76311676
Gardening,60,Female,26.25321323
Gardening,18,Male,34.13328439
Stretching Routine,27,Male,33.86880383
Qi Gong,54,Female,31.98874622
Gardening,45,Female,29.40585237
Kayaking,30,Male,27.24855399
Light Calisthenics,29,Male,34.66369976
Kayaking,29,Female,21.06494387
Water Aerobics,33,Female,29.04200166
Meditation and Deep Breathing,53,Male,18.90284406
Stretching Routine,53,Male,22.73680421
Meditation and Deep Breathing,19,Male,33.99290611
Qi Gong,57,Female,19.73606303
Kayaking,52,Male,29.30373029
Water Aerobics,60,Male,24.95157349
Gardening,28,Female,29.63177155
Golf (Walking),33,Male,30.23613779
Qi Gong,19,Female,32.89638656
Golf (Walking),53,Female,29.97369655
Golf (Walking),49,Female,29.1716114
Light Calisthenics,25,Female,33.98996361
Water Aerobics,30,Female,34.59638018
Gardening,35,Male,22.64089749
Light Calisthenics,36,Male,24.56586121
Low-Intensity Dance Class,43,Male,21.88943148
Qi Gong,33,Female,34.02328091
Pilates,37,Male,29.0379217
Light Calisthenics,54,Female,27.95473539
Water Aerobics,19,Male,25.85225481
Kayaking,38,Male,23.80479668
Low-Intensity Dance Class,50,Male,24.43542051
Meditation and Deep Breathing,45,Female,34.54670432
Light Calisthenics,44,Female,33.56028326
Water Aerobics,57,Female,21.1693309
Light Calisthenics,19,Male,28.56600671
Low-Intensity Dance Class,43,Female,28.76644948
Golf (Walking),35,Female,23.80112428
Low-Intensity Dance Class,48,Male,24.9406817
Stretching Routine,57,Female,34.69138915
Stretching Routine,48,Female,33.44542059
Meditation and Deep Breathing,33,Female,27.69683683
Qi Gong,45,Female,34.24655576
Stretching Routine,24,Female,32.08714909
Kayaking,38,Male,34.24009341
Qi Gong,59,Female,24.2612861
Pilates,37,Female,24.8475647
Light Calisthenics,58,Female,28.89780419
Golf (Walking),20,Male,25.90007822
Kayaking,43,Male,32.16950675
Golf (Walking),23,Male,21.34031637
Water Aerobics,57,Female,30.61279722
Low-Intensity Dance Class,54,Female,24.28599626
Pilates,28,Male,34.91339647
Light Calisthenics,27,Female,21.07624143
Meditation and Deep Breathing,54,Female,29.62633555
Kayaking,59,Male,20.46036634
Gardening,60,Male,28.65771254
Stretching Routine,20,Male,19.77668263
Low-Intensity Dance Class,50,Female,28.08494236
Qi Gong,26,Female,25.22164974
Low-Intensity Dance Class,38,Male,27.14642177
Pilates,47,Female,32.976775
Light Calisthenics,58,Female,27.57867181
Pilates,54,Female,32.82773084
Qi Gong,49,Male,28.59479074
Light Calisthenics,33,Male,25.80381183
Gardening,25,Female,26.79360608
Pilates,60,Female,33.6324709
Kayaking,26,Male,19.50364747
Golf (Walking),49,Female,22.27101112
Gardening,48,Female,19.92126422
Golf (Walking),24,Female,30.23314086
Meditation and Deep Breathing,27,Female,29.5027769
Gardening,43,Male,25.80732392
Gardening,21,Female,18.83625309
Meditation and Deep Breathing,48,Female,22.97139728
Golf (Walking),38,Female,24.66126589
Pilates,53,Female,32.15459781
Low-Intensity Dance Class,55,Male,27.51979806
Kayaking,41,Male,27.51181254
Gardening,25,Female,22.59160019
Meditation and Deep Breathing,45,Male,26.42176351
Meditation and Deep Breathing,30,Female,28.32517072
Pilates,23,Female,19.34158371
Kayaking,42,Male,26.4649555
Kayaking,22,Female,25.11755906
Gardening,27,Female,25.74891157
Gardening,24,Female,32.37279167
Gardening,52,Male,29.32441659
Qi Gong,28,Female,28.72125182
Golf (Walking),21,Female,19.72073279
Stretching Routine,59,Male,21.40269149
Gardening,48,Male,21.23782106
Water Aerobics,32,Female,28.0568722
Qi Gong,26,Male,22.27128879
Low-Intensity Dance Class,50,Male,24.49480255
Gardening,53,Female,25.11011799
Pilates,57,Female,24.11037277
Light Calisthenics,50,Female,26.91241275
Qi Gong,58,Female,21.35497061
Pilates,19,Female,26.8608441
Water Aerobics,37,Female,19.89217152
Stretching Routine,35,Female,33.84566873
Pilates,27,Female,31.31115143
Qi Gong,43,Female,30.91125391
Golf (Walking),28,Male,34.90668552
Kayaking,29,Female,29.28416749
Light Calisthenics,53,Male,19.48328031
Kayaking,18,Male,22.9009397
Light Calisthenics,44,Male,31.86806971
Pilates,33,Female,28.94594305
Stretching Routine,23,Male,21.9506196
Kayaking,24,Male,30.5569645
Meditation and Deep Breathing,33,Female,24.45061605
Golf (Walking),28,Male,27.87221866
Qi Gong,50,Female,20.57358351
Golf (Walking),36,Male,28.17771834
Low-Intensity Dance Class,51,Male,31.73709235
Kayaking,53,Female,32.93923181
Stretching Routine,21,Male,20.26577344
Kayaking,25,Male,29.89114721
Qi Gong,33,Male,20.7207507
Water Aerobics,34,Female,31.25715844
Meditation and Deep Breathing,29,Female,21.6905851
Stretching Routine,53,Female,26.39458855
Golf (Walking),20,Male,34.3213132
Kayaking,41,Female,25.29186222
Gardening,29,Male,21.63863961
Meditation and Deep Breathing,42,Female,22.77485776
Qi Gong,29,Male,19.26925027
Stretching Routine,41,Female,27.55187085
Golf (Walking),45,Male,30.83885995
Meditation and Deep Breathing,26,Female,33.90975724
Qi Gong,24,Male,18.60914095
Stretching Routine,27,Male,25.64973796
Gardening,60,Male,25.56299759
Low-Intensity Dance Class,18,Male,33.86084972
Water Aerobics,26,Female,30.70636761
Water Aerobics,44,Female,31.0412613
Meditation and Deep Breathing,35,Female,19.79930886
Water Aerobics,30,Male,28.07652772
Light Calisthenics,35,Male,21.40313933
Golf (Walking),36,Male,21.150957
Kayaking,21,Female,18.92893736
Meditation and Deep Breathing,47,Female,29.77147209
Light Calisthenics,50,Female,28.49055569
Gardening,35,Male,31.63062025
Low-Intensity Dance Class,41,Male,19.70945533
Gardening,40,Male,24.26597683
Pilates,57,Female,25.69933617
Stretching Routine,58,Female,19.53400289
Stretching Routine,26,Male,23.89818145
Water Aerobics,35,Female,24.27791612
Kayaking,43,Male,22.96905505
Stretching Routine,22,Male,34.52384754
Gardening,19,Male,25.87399388
Golf (Walking),46,Male,34.91300939
Stretching Routine,37,Female,26.44287912
Low-Intensity Dance Class,57,Female,30.38256804
Stretching Routine,51,Female,33.49098099
Kayaking,48,Female,27.00295772
Qi Gong,27,Male,31.29680538
Gardening,51,Female,23.74236168
Golf (Walking),35,Male,18.85730566
Light Calisthenics,53,Female,34.89783171
Meditation and Deep Breathing,22,Male,28.93537716
Water Aerobics,19,Female,20.55629137
Low-Intensity Dance Class,46,Female,22.22165959
Golf (Walking),34,Male,22.38430769
Pilates,56,Female,19.81244989
Kayaking,48,Female,32.93262141
Kayaking,36,Female,29.24797676
Pilates,27,Male,29.50712229
Gardening,19,Female,22.17746348
Gardening,21,Male,24.57211571
Meditation and Deep Breathing,35,Female,25.87871159
Kayaking,48,Male,29.72158634
Stretching Routine,24,Female,24.41725419
Low-Intensity Dance Class,55,Female,21.62655191
Water Aerobics,52,Female,33.41364725
Gardening,53,Female,21.09082669
Water Aerobics,29,Female,27.73709248
Light Calisthenics,52,Male,26.47857237
Qi Gong,20,Male,22.37514435
Meditation and Deep Breathing,21,Male,32.50785102
Meditation and Deep Breathing,20,Female,33.65633532
Kayaking,51,Male,32.14566937
Low-Intensity Dance Class,28,Female,24.315141
Low-Intensity Dance Class,43,Female,29.35524058
Light Calisthenics,41,Male,32.68317339
Qi Gong,39,Male,23.75248337
Pilates,42,Female,31.82297678
Golf (Walking),29,Male,25.86506049
Kayaking,51,Female,25.5232908
Water Aerobics,47,Female,32.82435786
Meditation and Deep Breathing,25,Female,28.31393704
Kayaking,38,Female,19.47276884
Light Calisthenics,42,Male,23.12432142
Qi Gong,50,Female,20.61849838
Stretching Routine,20,Female,28.03058731
Kayaking,45,Male,26.91997935
Golf (Walking),43,Male,19.24882722
Meditation and Deep Breathing,59,Male,32.73609505
Light Calisthenics,58,Female,26.76590088
Light Calisthenics,26,Male,32.0288622
Kayaking,51,Female,34.98246765
Qi Gong,52,Female,20.7255173
Gardening,56,Male,28.4537873
Low-Intensity Dance Class,21,Female,29.23895639
Gardening,20,Male,28.23931566
Meditation and Deep Breathing,50,Male,28.19820623
Gardening,47,Male,19.26760861
Kayaking,21,Female,20.4190567
Pilates,40,Male,30.42707313
Stretching Routine,23,Male,21.00601718
Low-Intensity Dance Class,34,Male,31.26396062
Low-Intensity Dance Class,60,Male,26.24119425
Water Aerobics,26,Female,28.9706703
Light Calisthenics,54,Male,31.31513173
Kayaking,43,Female,18.84468201
Water Aerobics,34,Male,22.31525141
Meditation and Deep Breathing,30,Female,25.36945871
Stretching Routine,19,Male,28.36498146
Pilates,36,Male,20.66403175
Kayaking,55,Female,22.96085766
Qi Gong,50,Male,25.70176368
Kayaking,41,Female,26.19376798
Stretching Routine,49,Female,22.70673418
Golf (Walking),55,Female,23.75050805
Qi Gong,27,Female,21.48034144
Pilates,50,Male,21.96376239
Gardening,60,Male,31.35042289
Stretching Routine,54,Male,24.40006911
Stretching Routine,57,Female,29.03321541
Low-Intensity Dance Class,42,Male,31.40517433
Qi Gong,24,Female,33.93621719
Water Aerobics,21,Female,25.58589736
Gardening,36,Male,31.36157541
Gardening,50,Male,30.46735085
Pilates,32,Female,30.17182033
Kayaking,59,Female,34.33509925
Golf (Walking),36,Female,34.36928933
Water Aerobics,59,Female,19.7154298
Golf (Walking),43,Female,21.7485801
Kayaking,57,Male,25.46113204
Meditation and Deep Breathing,23,Female,32.03807076
Meditation and Deep Breathing,40,Male,25.96677031
Golf (Walking),24,Male,34.58064469
Golf (Walking),49,Female,22.4664801
Gardening,52,Female,34.28584173
Golf (Walking),23,Male,20.76296433
Meditation and Deep Breathing,33,Female,22.0281686
Qi Gong,52,Male,20.6729157
Gardening,51,Female,24.29127935
Golf (Walking),21,Male,25.20057506
Water Aerobics,53,Female,23.31745463
Kayaking,20,Female,23.73224603
Qi Gong,39,Female,20.43729872
Water Aerobics,23,Male,26.42246895
Low-Intensity Dance Class,20,Female,19.64421736
Kayaking,28,Female,34.22306506
Light Calisthenics,52,Male,31.73667791
Meditation and Deep Breathing,22,Female,27.69777505
Golf (Walking),26,Female,31.34959323
Pilates,27,Female,23.54734312
